id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1509216024901603335,1508995198486994949,2022-03-30 12:08:34 CDT,2022-03-30,12:08:34,-0500,1443440983648227331,darealiistky,Bran,,@jameswiththe3 @HarrisonKrank @MSNBC Trump would've handled the vaccines completely different. that's why you can't compare them.,en,[],[],[],0,0,0,[],[],https://twitter.com/DaRealiistKy/status/1509216024901603335,False,,0,,,,,,,,"[{'screen_name': 'jameswiththe3', 'name': 'Ethan Babb', 'id': '1102771238563430401'}, {'screen_name': 'HarrisonKrank', 'name': 'Harrison Krank', 'id': '1222539520308105223'}, {'screen_name': 'MSNBC', 'name': 'MSNBC', 'id': '2836421'}]",,,,
1509216023265771525,1508090827435876361,2022-03-30 12:08:34 CDT,2022-03-30,12:08:34,-0500,1259054889436459008,partywolfzayn,The Black Brad Pitt #BLM #ACAB,,@sailorrooscout It’s insane to me that there’s still questions about vaccines when WE ALMOST ERADICATED POLIO WITH THEM; does no one remember this?,en,[],[],[],0,0,0,[],[],https://twitter.com/PartyWolfZayn/status/1509216023265771525,False,,0,,,,,,,,"[{'screen_name': 'sailorrooscout', 'name': 'Chise 🧬🧫🦠💉', 'id': '3140868280'}]",,,,
1509216005666623503,1509155905719480330,2022-03-30 12:08:30 CDT,2022-03-30,12:08:30,-0500,1101548612406964225,dippyand,Dippy and Wyse 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🌻🇪🇺🕷,,"@mark_mclaughlin @NicolaSturgeon Which leading scientist? a couple more weeks is no inconvenience to many people, the ones that are rattling on usually have a political axe to grind.Sir Andrew Pollard Oxford Vaccine Group, described the idea of achieving herd immunity as ""mythical.""",en,[],[],[],0,0,0,[],[],https://twitter.com/DippyAnd/status/1509216005666623503,False,,0,,,,,,,,"[{'screen_name': 'mark_mclaughlin', 'name': 'Mark McLaughlin', 'id': '33484460'}, {'screen_name': 'NicolaSturgeon', 'name': 'Nicola Sturgeon', 'id': '160952087'}]",,,,
1509215998557274112,1509215998557274112,2022-03-30 12:08:28 CDT,2022-03-30,12:08:28,-0500,1246063594900512769,dynavaxcorp,Dynavax,,ICYMI: The 2022 adult immunization schedule has been published and includes updated ACIP recommendations for #hepatitisB vaccine:  https://t.co/B7IR2a6pBv,en,[],['https://bit.ly/mm7107a1'],[],0,0,0,['hepatitisb'],[],https://twitter.com/DynavaxCorp/status/1509215998557274112,False,https://twitter.com/CDCMMWR/status/1496159262216699904,0,,,,,,,,[],,,,
1509215998519431169,1505502651429138436,2022-03-30 12:08:28 CDT,2022-03-30,12:08:28,-0500,1504827818525569028,streetstarandy5,StreetStarAndy King 🚚🚛🚚🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇷🇺,,@gree92814918 No there's Billions of us Anti Vaccines Hero's here on Twitter 😛😛,en,[],[],[],0,0,0,[],[],https://twitter.com/Streetstarandy5/status/1509215998519431169,False,,0,,,,,,,,"[{'screen_name': 'gree92814918', 'name': 'Sam Green.Remoaner/Woke/FBPE is a Mental illness!', 'id': '1474487093304958985'}]",,,,
1509215996808241156,1509213876738355200,2022-03-30 12:08:28 CDT,2022-03-30,12:08:28,-0500,44228076,sd_comic_con,SDCC Unofficial Blog,,"@sandmanctsv According to the WonderCon Covid FAQ: “Full vaccination” means that the first day of attending WonderCon must be at least 14 days after your final vaccine dose.""  https://t.co/ku8CnGIEj2",en,[],['https://comic-con.org/wca/covid-19-faq'],[],0,0,0,[],[],https://twitter.com/SD_Comic_Con/status/1509215996808241156,False,,0,,,,,,,,"[{'screen_name': 'sandmanctsv', 'name': 'Sandman', 'id': '885851162'}]",,,,
1509215987794681870,1509215987794681870,2022-03-30 12:08:26 CDT,2022-03-30,12:08:26,-0500,16984207,moonbootica,Susan Jordan #SaveSheikhJarrah 🇵🇸,,BioNTech to return almost €2bn to shareholders after Covid vaccine success  https://t.co/YAf7iHlKod,en,[],['https://www.ft.com/content/db1c6786-6707-4d22-bf43-9c7686cbe97b'],[],0,0,0,[],[],https://twitter.com/Moonbootica/status/1509215987794681870,False,,0,,,,,,,,[],,,,
1509215981188657164,1509215981188657164,2022-03-30 12:08:24 CDT,2022-03-30,12:08:24,-0500,1290359794768007171,michaelbismuth3,Michael BISMUTH,,"Combien c’est payé figurant pour venir au meeting d’E.Macron? Besoin d’un peu de thune pour finir mes fins de mois pour gasoil électricité.Y aura une distrib de sandwichs ? Sans dec, obligé de sauter 1 repas sur 2… Triplement vacciné mais avec fièvre, je peux venir quand même ?  https://t.co/fgBOR1qgAk",fr,[],[],['https://pbs.twimg.com/media/FPHP7kOXEAgLjMh.jpg'],0,0,0,[],[],https://twitter.com/MichaelBISMUTH3/status/1509215981188657164,False,,1,https://pbs.twimg.com/media/FPHP7kOXEAgLjMh.jpg,,,,,,,[],,,,
1509215955901112323,1509215955901112323,2022-03-30 12:08:18 CDT,2022-03-30,12:08:18,-0500,915213386366951425,mylove_des,vaccine vixen,,as a cancer this is me,en,[],[],[],0,0,0,[],[],https://twitter.com/Mylove_Des/status/1509215955901112323,False,https://twitter.com/labrujxnegra/status/1508965795971227655,0,,,,,,,,[],,,,
1509215954684850188,1509215382262984712,2022-03-30 12:08:18 CDT,2022-03-30,12:08:18,-0500,1699793220,packedby776,"Dr. Valéria Souza, Ph.D. in Humanities (2013).",,"2/ At the height of the initial wave in early 2021 - - - before vaccines----I was exposed during an 8-hour period to COVID-19 by sharing a 1,000 sq. foot office space w/ 2 COVID+ individuals. Space had only 1 bathroom. My boss brought his 8 y/o kid work &amp; both were symptomatic.",en,[],[],[],0,0,0,[],[],https://twitter.com/packedby776/status/1509215954684850188,False,,0,,,,,,,,[],,,,
1509215939191001097,1509215939191001097,2022-03-30 12:08:14 CDT,2022-03-30,12:08:14,-0500,262554664,thalassa2008,ange gabriel 📷,,"""""Les juges américains ont bloqué des mandats #vaccine sous l'administration #Biden à plusieurs reprises. Dans #Canada , entre-temps, les mandats de vaccination continuent d'être en place pour les employés fédéraux.""""",fr,[],[],[],0,0,0,"['vaccine', 'biden', 'canada']",[],https://twitter.com/thalassa2008/status/1509215939191001097,False,https://twitter.com/EpochTimesCan/status/1509210873319112710,0,,,,,,,,[],,,,
1509215938780200960,1509215503813947396,2022-03-30 12:08:14 CDT,2022-03-30,12:08:14,-0500,1223744579809079297,epignostic,Epignostic,,@fntse Vaccine is panado.,es,[],[],[],0,0,0,[],[],https://twitter.com/Epignostic/status/1509215938780200960,False,,0,,,,,,,,"[{'screen_name': 'fntse', 'name': 'Malome', 'id': '61745442'}]",,,,
1509215921424023557,1509215569173794829,2022-03-30 12:08:10 CDT,2022-03-30,12:08:10,-0500,37275849,_jordanslyric,"Vaccine Shaw, Attorney at Law",,@bysimonemalcolm What we watching?,en,[],[],[],0,0,0,[],[],https://twitter.com/_JordansLyric/status/1509215921424023557,False,,0,,,,,,,,"[{'screen_name': 'bysimonemalcolm', 'name': 'Simone: Kotaro’s Overprotective Neighbor 🗡', 'id': '625835278'}]",,,,
1509215919079399434,1509215919079399434,2022-03-30 12:08:09 CDT,2022-03-30,12:08:09,-0500,1250174630314246147,lilyhtchinson,Lily Hutchinson,,vaccines then kasabian is gonna unreal,en,[],[],[],0,0,0,[],[],https://twitter.com/lilyhtchinson/status/1509215919079399434,False,,0,,,,,,,,[],,,,
1509215917816823811,1508699017554927620,2022-03-30 12:08:09 CDT,2022-03-30,12:08:09,-0500,95011662,phumla_n,MaMiya🌺🌸⚘🌹,,@UsiphileSlatsh1 @WendyP_Arendse Vaccines are not mandatory if people are losing jobs because of it they need to bring a class action against their employers at the labour court. People are complacent when they have remedies available to them.,en,[],[],[],0,0,1,[],[],https://twitter.com/Phumla_N/status/1509215917816823811,False,,0,,,,,,,,"[{'screen_name': 'UsiphileSlatsh1', 'name': 'MrsUKay', 'id': '1246175578597851137'}, {'screen_name': 'WendyP_Arendse', 'name': 'Wendy Arendse', 'id': '1439642352512086021'}]",,,,
1509215913500885000,1509215913500885000,2022-03-30 12:08:08 CDT,2022-03-30,12:08:08,-0500,779529206,king_mj35,just some guy,,An online job refused to accept a photo copy of my vaccine cards 🤦🏾‍♂️,en,[],[],[],0,0,0,[],[],https://twitter.com/king_mj35/status/1509215913500885000,False,,0,,,,,,,,[],,,,
1509215906471231490,1509208074321641475,2022-03-30 12:08:06 CDT,2022-03-30,12:08:06,-0500,2764593726,gaymermage,MeidasMighty - Matt 🏳️‍🌈💉💉💉,,@TruthSocia The chips in my 2x vaccines and booster shot inhibit my ability to register for your glorious site.  Damned Bill Gates.,en,[],[],[],0,0,0,[],[],https://twitter.com/gaymermage/status/1509215906471231490,False,,0,,,,,,,,"[{'screen_name': 'TruthSocia', 'name': 'Truth Social (official account)', 'id': '1487403945798651904'}]",,,,
